Account Number,Date,Revenue Amount (USD),Type,Fund,Campaign,Appeal,Primary City,Primary State,Primary ZIP Code
163,2024-11-20,22.8,Recurring Donation Payment,Unrestricted,,,Powell,OH,43065
165,2024-11-18,104.3,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,BTJ Website,Beavercreek,OH,45434
9986,2024-11-18,1000,Donation,Unrestricted,Sam's Fans 2024,,Columbus,OH,43220
8090,2024-11-18,15000,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43221
8231,2024-11-18,20.76,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43214-4014
2139,2024-11-17,78.3,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,,Galena,OH,43021
1566,2024-11-15,52.3,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,,Darien,CT,06820-3204
10382,2024-11-15,21.11,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,,Columbus,OH,43214
9739,2024-11-15,24.23,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,BTJ Website,Dublin,OH,43017
9068,2024-11-15,15.91,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,Donation Form Ask,columbus,OH,43235
383,2024-11-15,100,Recurring Donation Payment,Unrestricted,,,Bremerton,WA,98312
752,2024-11-14,102.56,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43214
8831,2024-11-14,25.87,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43221
8575,2024-11-12,26.31,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,,Sammamish,WA,98074
1231,2024-11-12,20,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,,Edgewater,FL,32132-6942
323,2024-11-11,24.23,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,BTJ Website,Powell,OH,43065
9765,2024-11-11,26.31,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,Donation Form Ask,Galena,OH,43021
1351,2024-11-11,52.3,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,BTJ Website,Columbus,OH,43221
593,2024-11-11,1000,Donation,Unrestricted,Sam's Fans 2024,,Columbus,OH,43235
32,2024-11-11,100,Recurring Donation Payment,Unrestricted,,,St. James City,FL,33956
193,2024-11-11,30,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43214-1721
9738,2024-11-10,52.3,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,BTJ Website,Columbus,OH,43214
1117,2024-11-10,25,Recurring Donation Payment,Unrestricted,,,Pleasant Hill,CA,94523-2624
866,2024-11-08,52.3,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,,Uniontown,OH,44685
1578,2024-11-06,15.91,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,BTJ Website,Fairmont,WV,26554
61,2024-11-05,25.87,Recurring Donation Payment,Unrestricted,,,West Jefferson,OH,43162-9658
552,2024-11-04,3000,Donation,Unrestricted,Sam's Fans 2024,,Upper Arlington,OH,43220
9247,2024-11-04,336,Donation,Unrestricted,Sam's Fans 2024,,Columbus,OH,43201
8860,2024-11-04,25,Donation,Unrestricted,Sam's Fans 2024,,Westerville,OH,43082
2543,2024-11-03,10.53,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43235-6114
9736,2024-11-01,73.1,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,Donation Form Ask,Columbus,OH,43220
2544,2024-11-01,51.43,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43235
5,2024-11-01,51.43,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43235
91,2024-11-01,5,Recurring Donation Payment,Unrestricted,,,Goodyear,AZ,85395
2264,2024-11-01,15.64,Recurring Donation Payment,Unrestricted,,,Uniontown,OH,44685-7583
8001,2024-11-01,20,Recurring Donation Payment,Unrestricted,,,Oak Island,NC,28461
8418,2024-10-31,50,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,North Olmsted,OH,44070
9185,2024-10-31,672.71,Donation,Unrestricted,Sam's Fans 2024,,Columbus,OH,43215
1533,2024-10-31,75,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,,,
10443,2024-10-30,50,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,BTJ Website,DUBLIN,OH,43016
9735,2024-10-30,24.23,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,BTJ Website,Columbus,OH,43235
8635,2024-10-30,1000,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43212
250,2024-10-30,100,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43235
9109,2024-10-30,100,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Powell,OH,43065
2021,2024-10-29,1030,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Plain City,OH,43064-9455
257,2024-10-29,500,Donation,Unrestricted,Sam's Fans 2024,,Columbus,OH,43221-3620
10777,2024-10-29,4300,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Grove City,OH,43123
726,2024-10-29,24.23,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,BTJ Website,Columbus,OH,43220
53,2024-10-28,400,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,,,
10757,2024-10-28,1050,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,,,
250,2024-10-28,25.87,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43235
2087,2024-10-26,8600,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43220
10738,2024-10-26,1050,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,,,
9983,2024-10-26,300,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43220
376,2024-10-26,1050,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43212
10763,2024-10-26,2600,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43212
8458,2024-10-26,50,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,,,
10686,2024-10-26,10765,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Bexley,OH,43209
10770,2024-10-26,8000,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43221
10731,2024-10-26,8600,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43221
9890,2024-10-26,450,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43220
10509,2024-10-26,10825,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Ashville,,43103
1334,2024-10-26,204.81,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43085-7216
10782,2024-10-25,1250,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,,,
723,2024-10-25,100,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43214
9353,2024-10-25,1075,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43219
10503,2024-10-25,850,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,,,
10769,2024-10-25,100,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,,,
10738,2024-10-25,50,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,,,
8899,2024-10-25,30,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43221-3743
10768,2024-10-25,200,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,,,
9783,2024-10-25,200,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43221
10767,2024-10-25,50,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,,,
9533,2024-10-25,1100,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,,,
10766,2024-10-25,25,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43206
569,2024-10-25,50,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43221
923,2024-10-25,3600,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43221
1324,2024-10-25,300,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43220
10765,2024-10-25,25,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,,,
10475,2024-10-25,1025,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43209
8373,2024-10-25,1090,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Louisville,KY,40207
9956,2024-10-25,3430,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43220
8058,2024-10-25,100,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43220
9827,2024-10-25,50,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43221
10764,2024-10-25,50,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Dayton,OH,45402
10780,2024-10-25,300,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,,,
163,2024-10-25,150,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Powell,OH,43065
10496,2024-10-25,150,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43221
1973,2024-10-25,100,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43204
9651,2024-10-25,100,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43214
10699,2024-10-25,150,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,,,
10699,2024-10-25,275,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,,,
9969,2024-10-25,500,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Dublin,OH,43016
311,2024-10-25,250,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Hilliard,OH,43026-8568
536,2024-10-25,150,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43212
10123,2024-10-25,1025,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Johnstown,OH,43031
10651,2024-10-25,2550,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43212
10646,2024-10-25,75,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Akron,OH,44333
618,2024-10-25,4100,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Grove City,OH,43123-0446
713,2024-10-25,325,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43220
9987,2024-10-25,150,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43220
61,2024-10-25,50,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,West Jefferson,OH,43162-9658
9944,2024-10-25,1000,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Jackson Center,,45334
2139,2024-10-25,3600,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Galena,OH,43021
175,2024-10-25,640,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43215-5081
8840,2024-10-25,75,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Dublin,OH,43017
5,2024-10-25,600,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43235
9904,2024-10-25,75,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43221
8096,2024-10-25,250,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43221-3126
10339,2024-10-25,100,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43221
10504,2024-10-25,25,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Grove City,OH,43123
1631,2024-10-25,540,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43220
10778,2024-10-25,250,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,,,
10762,2024-10-25,100,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,,,
10761,2024-10-25,100,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,,,
394,2024-10-25,625,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,"Columbus, Ohio",OH,43214
10760,2024-10-25,75,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,,,
10759,2024-10-25,250,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43235
8514,2024-10-25,1100,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Grove City,OH,43123
623,2024-10-25,250,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43235-1230
10758,2024-10-25,100,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,,,
9403,2024-10-25,175,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Dublin,OH,43017
640,2024-10-25,600,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,DUBLIN,OH,43017
1785,2024-10-25,1325,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43220
480,2024-10-25,50,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43221
838,2024-10-25,550,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43235-1138
1833,2024-10-25,550,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43235
10537,2024-10-25,500,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,,,
1314,2024-10-25,570,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Dublin,OH,43017-7618
752,2024-10-25,25,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43214
349,2024-10-25,100,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43201
9494,2024-10-25,250,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Dublin,OH,46016
9450,2024-10-25,625,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,,,
10756,2024-10-25,50,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,,,
10753,2024-10-25,500,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,,,
8104,2024-10-25,1050,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Upper Arlington,OH,43221
10750,2024-10-25,500,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Akron,OH,44313
10685,2024-10-25,500,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,,,
10776,2024-10-25,50,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,,,
10575,2024-10-25,25,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43214
422,2024-10-25,5330,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Galena,OH,43021
10691,2024-10-25,125,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43220
9865,2024-10-25,1050,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Delaware,OH,43015
9109,2024-10-25,50,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Powell,OH,43065
10489,2024-10-25,525,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43205
8052,2024-10-25,25,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43235
9359,2024-10-25,200,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Grandview,OH,43212
1325,2024-10-25,250,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43214
10773,2024-10-25,1025,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,,,
10773,2024-10-25,125,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,,,
522,2024-10-25,100,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Dublin,OH,43016
2080,2024-10-25,500,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43206
10729,2024-10-25,250,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,,,
30,2024-10-25,1760,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43220
10748,2024-10-25,2435,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,,,
8863,2024-10-25,150,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43212-3570
10446,2024-10-25,1075,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43220
2052,2024-10-25,300,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Westerville,OH,43081
2015,2024-10-25,1100,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Delaware,OH,43015
186,2024-10-25,25,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43231
9889,2024-10-25,100,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Hilliard,OH,43026
10513,2024-10-25,325,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43220
10487,2024-10-25,125,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43212
9837,2024-10-25,250,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Upper Arlington,OH,43220
2047,2024-10-25,6095,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Upper Arlington,OH,43220
8401,2024-10-25,150,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43220
214,2024-10-25,100,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43214-2133
9986,2024-10-25,100,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43220
9909,2024-10-25,525,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43220
1545,2024-10-25,2785,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43221
8902,2024-10-25,50,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Hilliard,OH,43026
8902,2024-10-25,500,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Hilliard,OH,43026
10747,2024-10-25,1320,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43212
9343,2024-10-25,75,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Worthington,OH,43085
10746,2024-10-25,125,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,New Albany,OH,43054
9322,2024-10-25,100,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Westerville,OH,43082
2044,2024-10-25,150,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43220-6120
252,2024-10-25,250,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43215
10745,2024-10-25,50,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,,,
8903,2024-10-25,1050,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43235
9738,2024-10-25,75,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43214
1020,2024-10-25,250,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43201
10695,2024-10-25,50,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,,,
10744,2024-10-25,600,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,,,
9997,2024-10-25,325,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43221
9912,2024-10-25,50,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,,,
9807,2024-10-25,5100,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Grandview,OH,43212
435,2024-10-25,600,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43220
9869,2024-10-25,275,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43214
9869,2024-10-25,50,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43214
10461,2024-10-25,25,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43212
10461,2024-10-25,50,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43212
10727,2024-10-25,600,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43215
4,2024-10-25,1050,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43220-0760
2296,2024-10-25,25,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43206
9825,2024-10-25,50,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43220
10287,2024-10-25,125,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Westerville,OH,43082
9795,2024-10-25,3759.5,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43220
10742,2024-10-25,250,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,,,
8901,2024-10-25,100,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43220
10716,2024-10-25,566.5,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43220
8677,2024-10-25,27.35,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,,Mount Vernon,OH,43050
10726,2024-10-25,260.28,Donation,Unrestricted,Sam's Fans 2024,,Columbus,OH,43221-3960
421,2024-10-25,260.28,Donation,Unrestricted,Sam's Fans 2024,,Dublin,OH,43017
2558,2024-10-24,154.5,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43221
10741,2024-10-24,103,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,,,
9838,2024-10-24,775,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Slippery Rock,PA,16057
10740,2024-10-24,260,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,,,
10739,2024-10-24,103,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,,,
78,2024-10-24,250,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Powell,OH,43065-7600
9764,2024-10-24,2545,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Findlay,OH,45840
10738,2024-10-24,1833.4,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,,,
8039,2024-10-24,5356,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Worthington,OH,43085
10737,2024-10-24,360.5,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,,,
9838,2024-10-24,2500,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Slippery Rock,PA,16057
10736,2024-10-24,150,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43206
10475,2024-10-24,300,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43209
10735,2024-10-24,150,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,New Albany,OH,43054
713,2024-10-24,103,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43220
538,2024-10-24,257.5,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43221
10479,2024-10-24,257.5,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,,,
1900,2024-10-24,103,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Hilliard,OH,43026-7914
9988,2024-10-24,500,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,,,
10518,2024-10-24,25.75,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Louisville,KY,40217
723,2024-10-24,150,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43214
8225,2024-10-24,26.31,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,,Dublin,OH,43016
2041,2024-10-24,104.3,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,BTJ Website,Columbus,OH,43221
268,2024-10-24,52.3,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,BTJ Website,Tavares,FL,32778
10731,2024-10-23,257.5,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43221
10347,2024-10-23,51.5,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43235
10730,2024-10-23,25,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,,,
8110,2024-10-23,300,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43221
10056,2024-10-23,51.5,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Louisville,KY,40213
9983,2024-10-23,500,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43220
